"","iso3c","country","date","confirmed","deaths","recovered","ecdc_cases","ecdc_deaths","total_tests","tests_units","soc_dist","mov_rest","pub_health","gov_soc_econ","lockdown","apple_mtr_driving","apple_mtr_walking","apple_mtr_transit","gcmr_retail_recreation","gcmr_grocery_pharmacy","gcmr_parks","gcmr_transit_stations","gcmr_workplaces","gcmr_residential","gtrends_score","gtrends_country_score","population","land_area_skm","pop_density","pop_largest_city","life_expectancy","gdp_capita","timestamp","iso2c","death_by_ncd","death_by_cvd_ca_dm_30_70","diabetes_20_79","pop_0_14_2018","pop_15_64_2018","pop_65_over_2018","tourist_arrivals","lat","lng","active","confirmed_logratio","confirmed_per_100k","deaths_per_100k","mortality_rate","recovery_rate","new_cases","ave_new_cases","region_1","region_2","region_3","region_4","region_5","region_6","region_7","region","income_1","income_2","income_3","income_4","income","economy","oecs","caricom"
"11","BRB","Barbados",2020-10-23,226,7,207,224,7,NA,NA,10,22,114,36,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287025,430,666.606976744186,NA,79.081,16099.8284121592,2020-10-24 23:09:28,"BB",NA,NA,NA,NA,NA,NA,680000,13.0935,-59.6105,12,0,78.7387858200505,2.43881195017856,3.09734513274336,91.5929203539823,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State","CARICOM Member State"
"12","BRB","Barbados",2020-10-23,226,7,207,224,7,NA,NA,10,22,114,36,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287025,430,666.606976744186,NA,79.081,16099.8284121592,2020-10-24 23:09:28,"BB",NA,NA,13.4,17.0504311471126,66.7185785210348,16.2309903318526,NA,13.0935,-59.6105,12,0,78.7387858200505,2.43881195017856,3.09734513274336,91.5929203539823,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","Non-OECS Member State","CARICOM Member State"
"13","DMA","Dominica",2020-10-23,37,0,29,33,0,NA,NA,-8,11,45,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71808,750,95.5,NA,NA,7055.47018249463,2020-10-24 23:09:28,"DM",NA,NA,NA,NA,NA,NA,NA,15.415,-61.371,8,0.114410351177744,51.5262923351159,0,0,78.3783783783784,4,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
"14","DMA","Dominica",2020-10-23,37,0,29,33,0,NA,NA,-8,11,45,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71808,750,95.5,NA,NA,7055.47018249463,2020-10-24 23:09:28,"DM",NA,NA,NA,NA,NA,NA,63000,15.415,-61.371,8,0,51.5262923351159,0,0,78.3783783783784,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
"15","DMA","Dominica",2020-10-23,37,0,29,33,0,NA,NA,-8,11,45,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71808,750,95.5,NA,NA,7055.47018249463,2020-10-24 23:09:28,"DM",NA,NA,11.6,NA,NA,NA,NA,15.415,-61.371,8,0,51.5262923351159,0,0,78.3783783783784,0,0.571428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
"16","GRD","Grenada",2020-10-23,27,0,24,27,0,NA,NA,-1,6,27,29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112003,340,327.805882352941,NA,72.384,9330.0409096764,2020-10-24 23:09:28,"GD",81.3,21.4,NA,NA,NA,NA,NA,12.0653,-61.7449,3,0,24.1064971473978,0,0,88.8888888888889,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
"17","GRD","Grenada",2020-10-23,27,0,24,27,0,NA,NA,-1,6,27,29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112003,340,327.805882352941,NA,72.384,9330.0409096764,2020-10-24 23:09:28,"GD",NA,NA,NA,NA,NA,NA,185000,12.0653,-61.7449,3,0,24.1064971473978,0,0,88.8888888888889,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
"18","GRD","Grenada",2020-10-23,27,0,24,27,0,NA,NA,-1,6,27,29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112003,340,327.805882352941,NA,72.384,9330.0409096764,2020-10-24 23:09:28,"GD",NA,NA,10.7,23.7172218601287,66.6053587850325,9.67741935483871,NA,12.0653,-61.7449,3,0,24.1064971473978,0,0,88.8888888888889,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
"19","GUY","Guyana",2020-10-23,3960,117,2923,3877,117,NA,NA,6,10,32,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782766,196850,3.95734823469647,NA,69.774,4159.60911667613,2020-10-24 23:09:28,"GY",67.6,30.5,NA,NA,NA,NA,NA,6.80461,-58.1548,920,0.0211823665775981,505.898314438798,14.9469956538736,2.95454545454545,73.8131313131313,83,23.4285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Commodity Based","Non-OECS Member State","CARICOM Member State"
"20","GUY","Guyana",2020-10-23,3960,117,2923,3877,117,NA,NA,6,10,32,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782766,196850,3.95734823469647,NA,69.774,4159.60911667613,2020-10-24 23:09:28,"GY",NA,NA,NA,NA,NA,NA,287000,6.80461,-58.1548,920,0,505.898314438798,14.9469956538736,2.95454545454545,73.8131313131313,0,15.7142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Commodity Based","Non-OECS Member State","CARICOM Member State"
"21","GUY","Guyana",2020-10-23,3960,117,2923,3877,117,NA,NA,6,10,32,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782766,196850,3.95734823469647,NA,69.774,4159.60911667613,2020-10-24 23:09:28,"GY",NA,NA,11.6,27.9299305284082,65.3584851667037,6.71158430488805,NA,6.80461,-58.1548,920,0,505.898314438798,14.9469956538736,2.95454545454545,73.8131313131313,0,15.7142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Commodity Based","Non-OECS Member State","CARICOM Member State"
"22","HTI","Haiti",2020-10-23,9015,231,7361,8979,231,NA,NA,7,7,16,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11263077,27560,403.59854862119,2704187,63.66,714.483025739391,2020-10-24 23:09:28,"HT",57.1,26.5,NA,NA,NA,NA,NA,18.5392,-72.3288,1423,0.000887803853675706,80.0402944950123,2.05094930985556,2.56239600665557,81.6528008874099,8,5.57142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,1,0,0,"Low income","Service Based","Non-OECS Member State","CARICOM Member State"
"23","HTI","Haiti",2020-10-23,9015,231,7361,8979,231,NA,NA,7,7,16,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11263077,27560,403.59854862119,2704187,63.66,714.483025739391,2020-10-24 23:09:28,"HT",NA,NA,NA,NA,NA,NA,447000,18.5392,-72.3288,1423,0,80.0402944950123,2.05094930985556,2.56239600665557,81.6528008874099,0,5.14285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,1,0,0,"Low income","Service Based","Non-OECS Member State","CARICOM Member State"
"24","HTI","Haiti",2020-10-23,9015,231,7361,8979,231,NA,NA,7,7,16,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11263077,27560,403.59854862119,2704187,63.66,714.483025739391,2020-10-24 23:09:28,"HT",NA,NA,6.7,32.8585874002282,62.0777430536966,5.0636695460752,NA,18.5392,-72.3288,1423,0,80.0402944950123,2.05094930985556,2.56239600665557,81.6528008874099,0,5.14285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,1,0,0,"Low income","Service Based","Non-OECS Member State","CARICOM Member State"
"25","JAM","Jamaica",2020-10-23,8638,182,4156,8600,179,NA,NA,5,14,35,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2948279,10830,270.993074792244,589849,74.368,4866.98734957067,2020-10-24 23:09:28,"JM",80,14.7,NA,NA,NA,NA,NA,17.9927,-76.792,4300,0.00440887127904688,292.984483490199,6.17309284501229,2.10696920583468,48.1129891178514,38,37.7142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Commodity Based","Non-OECS Member State","CARICOM Member State"
"26","JAM","Jamaica",2020-10-23,8638,182,4156,8600,179,NA,NA,5,14,35,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2948279,10830,270.993074792244,589849,74.368,4866.98734957067,2020-10-24 23:09:28,"JM",NA,NA,NA,NA,NA,NA,2473000,17.9927,-76.792,4300,0,292.984483490199,6.17309284501229,2.10696920583468,48.1129891178514,0,27.5714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Commodity Based","Non-OECS Member State","CARICOM Member State"
"27","JAM","Jamaica",2020-10-23,8638,182,4156,8600,179,NA,NA,5,14,35,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2948279,10830,270.993074792244,589849,74.368,4866.98734957067,2020-10-24 23:09:28,"JM",NA,NA,11.3,23.5312193995209,67.5463889272352,8.92239167324395,NA,17.9927,-76.792,4300,0,292.984483490199,6.17309284501229,2.10696920583468,48.1129891178514,0,27.5714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Commodity Based","Non-OECS Member State","CARICOM Member State"
"28","KNA","St. Kitts & Nevis",2020-10-23,19,0,19,19,0,NA,NA,-7,11,40,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52823,260,201.696153846154,NA,NA,17241.5917321833,2020-10-24 23:09:28,"KN",NA,NA,NA,NA,NA,NA,NA,17.35782,-62.783,0,0,35.9691800920054,0,0,100,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"29","KNA","St. Kitts & Nevis",2020-10-23,19,0,19,19,0,NA,NA,-7,11,40,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52823,260,201.696153846154,NA,NA,17241.5917321833,2020-10-24 23:09:28,"KN",NA,NA,NA,NA,NA,NA,125000,17.35782,-62.783,0,0,35.9691800920054,0,0,100,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"30","KNA","St. Kitts & Nevis",2020-10-23,19,0,19,19,0,NA,NA,-7,11,40,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52823,260,201.696153846154,NA,NA,17241.5917321833,2020-10-24 23:09:28,"KN",NA,NA,13.3,NA,NA,NA,NA,17.35782,-62.783,0,0,35.9691800920054,0,0,100,0,0,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Service Based","OECS Member State","CARICOM Member State"
"31","LCA","St. Lucia",2020-10-23,48,0,27,42,0,NA,NA,2,17,51,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182790,610,298.17868852459,NA,76.057,9350.74809965205,2020-10-24 23:09:28,"LC",82,18.8,NA,NA,NA,NA,NA,14,-60.9832,21,0.133531392624523,26.2596422123749,0,0,56.25,6,1.71428571428571,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
"32","LCA","St. Lucia",2020-10-23,48,0,27,42,0,NA,NA,2,17,51,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182790,610,298.17868852459,NA,76.057,9350.74809965205,2020-10-24 23:09:28,"LC",NA,NA,NA,NA,NA,NA,395000,14,-60.9832,21,0,26.2596422123749,0,0,56.25,0,1.42857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
"33","LCA","St. Lucia",2020-10-23,48,0,27,42,0,NA,NA,2,17,51,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182790,610,298.17868852459,NA,76.057,9350.74809965205,2020-10-24 23:09:28,"LC",NA,NA,11.6,18.211061874282,71.7539252694349,10.0350128562832,NA,14,-60.9832,21,0,26.2596422123749,0,0,56.25,0,1.42857142857143,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
"34","SUR","Suriname",2020-10-23,5155,109,5010,5154,109,NA,NA,12,13,20,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581372,156000,3.69225,NA,71.57,7966.68335951778,2020-10-24 23:09:28,"SR",75.9,21.7,NA,NA,NA,NA,NA,5.8232,-55.1679,36,0.00019400523875035,886.695609695685,18.7487529499185,2.11445198836081,97.1871968962173,1,1.57142857142857,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","Non-OECS Member State","CARICOM Member State"
"35","SUR","Suriname",2020-10-23,5155,109,5010,5154,109,NA,NA,12,13,20,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581372,156000,3.69225,NA,71.57,7966.68335951778,2020-10-24 23:09:28,"SR",NA,NA,NA,NA,NA,NA,NA,5.8232,-55.1679,36,0,886.695609695685,18.7487529499185,2.11445198836081,97.1871968962173,0,0.714285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","Non-OECS Member State","CARICOM Member State"
"36","SUR","Suriname",2020-10-23,5155,109,5010,5154,109,NA,NA,12,13,20,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581372,156000,3.69225,NA,71.57,7966.68335951778,2020-10-24 23:09:28,"SR",NA,NA,12.5,26.9118567801683,66.0730134922219,7.01512972760986,NA,5.8232,-55.1679,36,0,886.695609695685,18.7487529499185,2.11445198836081,97.1871968962173,0,0.714285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","Non-OECS Member State","CARICOM Member State"
"37","TTO","Trinidad & Tobago",2020-10-23,5487,104,3945,5446,103,NA,NA,15,12,31,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394973,5130,270.927485380117,544259,73.38,15105.1185489231,2020-10-24 23:09:28,"TT",80.7,21.3,NA,NA,NA,NA,NA,10.6596,-61.4789,1438,0.00750026382526947,393.340946383908,7.45534142954738,1.89538910151267,71.8972115910334,41,22,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Commodity Based","Non-OECS Member State","CARICOM Member State"
"38","TTO","Trinidad & Tobago",2020-10-23,5487,104,3945,5446,103,NA,NA,15,12,31,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394973,5130,270.927485380117,544259,73.38,15105.1185489231,2020-10-24 23:09:28,"TT",NA,NA,NA,NA,NA,NA,375000,10.6596,-61.4789,1438,0,393.340946383908,7.45534142954738,1.89538910151267,71.8972115910334,0,13.5714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Commodity Based","Non-OECS Member State","CARICOM Member State"
"39","TTO","Trinidad & Tobago",2020-10-23,5487,104,3945,5446,103,NA,NA,15,12,31,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394973,5130,270.927485380117,544259,73.38,15105.1185489231,2020-10-24 23:09:28,"TT",NA,NA,11,20.2611806823501,68.6206112949857,11.1182080226642,NA,10.6596,-61.4789,1438,0,393.340946383908,7.45534142954738,1.89538910151267,71.8972115910334,0,13.5714285714286,0,0,1,0,0,0,0,"Latin America & Caribbean ",1,0,0,0,"High income","Commodity Based","Non-OECS Member State","CARICOM Member State"
"40","VCT","St. Vincent & Grenadines",2020-10-23,73,0,64,68,0,NA,NA,2,3,36,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110589,390,282.589743589744,NA,72.415,6852.50018972198,2020-10-24 23:09:28,"VC",81,23.2,NA,NA,NA,NA,NA,13.2035,-61.2653,9,0.070951735972284,66.0101818444872,0,0,87.6712328767123,5,0.714285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
"41","VCT","St. Vincent & Grenadines",2020-10-23,73,0,64,68,0,NA,NA,2,3,36,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110589,390,282.589743589744,NA,72.415,6852.50018972198,2020-10-24 23:09:28,"VC",NA,NA,NA,NA,NA,NA,80000,13.2035,-61.2653,9,0,66.0101818444872,0,0,87.6712328767123,0,0.714285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
"42","VCT","St. Vincent & Grenadines",2020-10-23,73,0,64,68,0,NA,NA,2,3,36,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110589,390,282.589743589744,NA,72.415,6852.50018972198,2020-10-24 23:09:28,"VC",NA,NA,11.6,22.1938890848095,68.06553997233,9.7405709428605,NA,13.2035,-61.2653,9,0,66.0101818444872,0,0,87.6712328767123,0,0.714285714285714,0,0,1,0,0,0,0,"Latin America & Caribbean ",0,0,0,1,"Upper middle income","Service Based","OECS Member State","CARICOM Member State"
